slug,earning_after_first_date,expense_after_first_date,earning_after_first_expense,expense_after_first_expense
codebuddies/codebuddies,59.0,-12.86,0.0,-342.65
Bogdan-Lyashenko/codecrumbs,40.0,0.0,,
codefii/codefii,,,,
gitcoinco/codefund,0.0,-10085.990000000002,0.0,-1612.47
jianfengye/collection,,,,
gocolly/colly,1774.0,-500.0,782.0,-500.0
colmena/colmena,22.0,0.0,,
ngatl/colmena,22.0,0.0,,
tovic/color-picker,,,,
colorjs/color-space,,,,
kaproslaci/colyseus-without-sync,165.0,-140.0,0.0,-140.0
commanded/commanded,30.0,0.0,,
commitizen/cz-cli,50.0,0.0,,
bitfocus/companion,9724.0,-1960.3000000000002,798.0,-401.69
compodoc/compodoc,380.0,0.0,,
compodoc/website,380.0,0.0,,
aloneguid/config,25.0,0.0,,
react-community/create-react-native-app,,,,
PowerMobileWeb/create-react-native-app,,,,
coinpride/CryptoList,,,,
xwiki-labs/cryptpad,6749.0,0.0,105.0,-25.0
Keyang/node-csvtojson,,,,
ctf-wiki/ctf-wiki,,,,
cucumber/cucumber-ruby,500.0,0.0,136.0,-300.0
cucumber/cucumber-js,500.0,0.0,136.0,-300.0
cucumber/cucumber,500.0,0.0,136.0,-300.0
cucumber/cucumber-jvm,500.0,0.0,136.0,-300.0
ODIQueensland/data-curator,500.0,0.0,136.0,-300.0
cucumber/cucumber-archetype,500.0,0.0,136.0,-300.0
cucumber/cucumber-jvm-jython,500.0,0.0,136.0,-300.0
mitls/mitls-curl,8807.0,0.0,2421.0,-3000.0
cyclejs/cyclejs,14994.0,-4827.5,2291.0,-240.0
cyclejs/cycle-core,14994.0,-4827.5,2291.0,-240.0
cypress-io/cypress,107.0,0.0,,
nlpjoe/daguan-classify-2018,,,,
darkreader/darkreader,7067.97,-1415.0,3964.98,-185.0
mcibique/vue-date-fns,690.0,0.0,1002.0,-2.0
iamkun/dayjs,6.0,0.0,,
r0flc0pt4/dayjs,,,,
danrejsa/restfulApi-nodejs-express-mongodb,40.0,0.0,22.0,-446.54
danrejsa/restful-api-node.js-express-,40.0,0.0,22.0,-446.54
deep-cover/deep-cover,,,,
delaware-games-collective/delaware-games-collective.github.io,45.0,0.0,,
ra-gg/Delir,,,,
DemocracyEarth/sovereign,885.0,0.0,,
depjs/dep,100.0,0.0,,
lynndylanhurley/devise_token_auth,750.0,-150.0,0.0,-150.0
opendevshop/devshop,300.0,-130.0,140.0,-130.0
wein3967/DIM,7065.4,-924.99,793.0,-2000.0
DiscordHooks/travis-ci-discord-webhook,,,,
ravikumarrajasimhan/funretro,76.0,-22.11,18.0,-22.11
ntbrown/djangocos,,,,
zeromake/docker-debug,,,,
docsifyjs/docsify,184.0,0.0,,
txd-team/docsite,,,,
WebReflection/document-register-element,1020.0,0.0,,
jorycn/zdocute,,,,
camleavitt/dokku,913.0,0.0,8667.0,-50.0
Dolibarr/dolibarr,55.0,0.0,,
doocs/intro,,,,
doocs/coding-interview,,,,
doocs/leetcode,,,,
doorkeeper-gem/doorkeeper,202.0,0.0,,
spencerwooo/dowww,,,,
ngs/draft-js-markdown-shortcuts-plugin,,,,
DragonComputer/Dragonfire,,,,
alexruperez/MADBike,,,,
Mun0n/MADBike,,,,
kthull/session-recording,11238.0,-8823.16,300.0,-757.2
TIGERB/easy-php,,,,
TIGERB/easy-tips,,,,
TIGERB/easy-vue,,,,
electron-react-boilerplate/electron-react-boilerplate,,,,
chentsulin/electron-react-boilerplate,,,,
Konjure/konjure-desktop-app,,,,
mengxiangyue/translate-tool,,,,
manojsinghnegiwd/react-electron-seed,,,,
maecky/electron-react-redux-mqtt,,,,
amilajack/erb-ant-design-example,,,,
TOKEDO-project/token-creator,,,,
makebrainwaves/neurolearning,,,,
iyobo/epicworshipneo,,,,
signal-desktop/signal-desktop,,,,
kasprownik/slack-gg,,,,
FYNCH-BIO/evolver-electron,,,,
drewatk/prose-pro,,,,
theghostyced/wordADay,,,,
secret-tech/desktop-moon-wallet,,,,
Kineolyan/githubist,,,,
chiefsmurph/johns-electron-playground,,,,
lbkchen/memstream,,,,
rgbkrk/nodebook,105.0,0.0,0.0,-164.0
mask-dsn/mask-electron,105.0,0.0,0.0,-164.0
ycai2/visual-git-stats,105.0,0.0,0.0,-164.0
ElemeFE/element,215.0,0.0,1536.0,-200.0
newbeescm/beescmFE,215.0,0.0,1536.0,-200.0
aletheon/eleutherios,,,,
jmillermlc/elmsln,163.0,0.0,,
maticzav/emma-cli,,,,
emotion-js/emotion,503.0,0.0,,
tkh44/emotion,503.0,0.0,,
erxes/erxes,14115.0,-12000.0,195.0,-4000.0
erxes/erxes-api,14115.0,-12000.0,195.0,-4000.0
erxes/erxes-widgets,14115.0,-12000.0,195.0,-4000.0
erxes/erxes-widgets-api,14115.0,-12000.0,195.0,-4000.0
erxes/erxes-ios-sdk,14115.0,-12000.0,195.0,-4000.0
erxes/erxes-ios,14115.0,-12000.0,195.0,-4000.0
erxes/erxes-android-sdk,14115.0,-12000.0,195.0,-4000.0
esdiscuss/esdiscuss.org,,,,
camelot-dev/excalibur,105.0,0.0,,
btargac/excel-parser-processor,,,,
expede/exceptional,,,,
s-a/eye-o,,,,
fabiolb/fabio,90.0,0.0,,
Marak/faker.js,185.0,-114.57,165.0,-600.0
Marak/Faker.js,185.0,-114.57,165.0,-600.0
open-falcon/falcon-plus,,,,
farmOS/farmOS,1373.0,-180.0,157.0,-30.0
fastpack/fastpack,830.0,0.0,,
feathersjs/feathers,5520.0,0.0,1100.0,-500.0
rofrischmann/bredon,111.0,0.0,0.0,-94.0
MontFerret/ferret,2.0,0.0,,
Anyz01/alibaba-fescar,,,,
ff4j/ff4j,100.0,-82.0,0.0,-82.0
JonyFang/FFPopup,4.0,0.0,,
rabbitstack/fibratus,,,,
getfider/fider,92.0,0.0,,
file-icons/atom,760.0,0.0,,
final-form/react-final-form,425.0,0.0,,
final-form/final-form,425.0,0.0,,
final-form/react-final-form-hooks,425.0,0.0,,
npmdoc/node-npmdoc-flatpickr,,,,
flowtype/flow-for-vscode,2005.0,0.0,20.0,-800.0
fluffos/fluffos,,,,
flyimg/flyimg,,,,
opengento/flyimg-akeneo,,,,
Fody/Fody,905.0,-50.0,345.0,-10.0
Fody/MethodTimer,905.0,-50.0,345.0,-10.0
Fody/Home,905.0,-50.0,345.0,-10.0
FriendsOfFlarum/byobu,,,,
matthewgonzalez/fontplop,30.0,-25.33,0.0,-25.33
xaboy/form-builder,,,,
fountainjs/generator-fountain-webapp,220.0,0.0,2.0,-200.14
FountainJS/generator-fountain-webapp,220.0,0.0,2.0,-200.14
foxifyjs/foxify,,,,
freshOS/Stevia,106.0,0.0,,
freshOS/then,106.0,0.0,,
freshOS/ws,106.0,0.0,,
freshOS/Arrow,106.0,0.0,,
freshOS/Router,106.0,0.0,,
freshOS/Komponents,106.0,0.0,,
freshOS/Localize,106.0,0.0,,
freshOS/AssetChecker,106.0,0.0,,
virtualdogbert/Groovy_Links,8085.0,-833.0,3059.0,-500.0
thedaviddias/Front-End-Checklist,83.0,0.0,1.0,-34.88
thedaviddias/Front-End-Performance-Checklist,83.0,0.0,1.0,-34.88
frank-lam/fullstack-tutorial,,,,
energydrink9/functional-data-grid,,,,
fuse-box/fuse-box,558.0,0.0,,
galio-org/galio,15.0,0.0,,
galio-org/docs,15.0,0.0,,
KKMrTan/react-gatsby,1145.0,0.0,4578.0,-668.0
LawJolla/gatsby-ssr-async-fork,,,,
gdljs/gdljs,13800.0,-1500.0,0.0,-2320.5
jhipster/generator-jhipster,10849.0,-3742.85,2.0,-405.64
jhipster/jhipster-artwork,10849.0,-3742.85,2.0,-405.64
zanjs/generator-react-sta,,,,
GeoJSON-Net/GeoJSON.Net,,,,
MaxCDN/bootstrapcdn,1987.59,-854.8999999999999,167.0,-59.150000000000006
TryGhost/Ghost,1630.0,-200.0,2596.0,-200.0
greenaway07/GirlDress,,,,
MichaelMure/git-bug,145.0,0.0,,
dhiogoantonio/Git-history,61.0,-11.17,35.0,-11.17
gitpoint/git-point,89.0,0.0,,
0xchamin/AI-Presentation,89.0,0.0,,
arzzen/git-quick-stats,,,,
sobolevn/git-secret,5.0,0.0,,
go-gitea/gitea,2300.0,-282.52,329.0,-50.3
fibodite/licence,2300.0,-282.52,329.0,-50.3
go-gitea/debian-packaging,2300.0,-282.52,329.0,-50.3
gitextensions/gitextensions,1663.0,0.0,,
huchenme/github-trending-api,,,,
giving-a-fuck-about-climate-change/carbon-inferno,,,,
gnu-mcu-eclipse/eclipse-plugins,,,,
c-bata/go-prompt,,,,
OJ/gobuster,943.37,-654.64,290.0,-654.64
goby-lang/goby,217.0,-63.85,160.0,-14.76
Muterra/py_hypergolix,112.0,0.0,,
Muterra/py_daemoniker,112.0,0.0,,
Muterra/py_hypergolix_demos,112.0,0.0,,
Muterra/py_loopa,112.0,0.0,,
osbzr/gooderp_addons,,,,
Integerous/goQuality-dev-contents,,,,
goreleaser/nfpm,127.0,0.0,163.0,-13.16
jinzhu/gorm,120.0,0.0,,
DisposaBoy/GoSublime,1255.0,-1022.0,0.0,-190.0
asaskevich/govalidator,,,,
gpujs/gpu.js,,,,
artf/grapesjs,1509.0,-398.08,359.0,-300.0
cult-of-coders/grapher,50.0,0.0,,
glennreyes/graphpack,,,,
graphql-compose/graphql-compose,62.0,-18.0,33.0,-18.0
digiaonline/graphql-php,45.0,0.0,,
maticzav/graphql-shield,1552.0,-350.0,350.0,-950.0
SimonCropp/GraphQL.EntityFramework,86.0,0.0,,
getgrav/grav,3506.0,0.0,1150.0,-766.51
subutai-io/documentation,3506.0,0.0,1150.0,-766.51
mikecrittenden/savage-adulting,3506.0,0.0,1150.0,-766.51
hibbitts-design/grav-skeleton-course-hub-site,3506.0,0.0,1150.0,-766.51
hibbitts-design/grav-skeleton-workshop-demo-site,3506.0,0.0,1150.0,-766.51
NIT-Hamirpur-NITH/glugWebsite,3506.0,0.0,1150.0,-766.51
KalAbaddon/listd.k13.app,3506.0,0.0,1150.0,-766.51
Code4Yokohama/code4.yokohama,3506.0,0.0,1150.0,-766.51
greenshot/greenshot,,,,
gulpjs/gulp,1059.0,0.0,3911.0,-200.0
haoxins/haoxins.github.io,0.0,-8.870000000000001,0.0,-4.87
RMax2015/forGL,775.0,0.0,,
health-direct/core,,,,
garetmckinley/hedron,,,,
helio-fm/helio-workstation,,,,
go-hep/hep,,,,
EYHN/hexo-helper-live2d,,,,
HamzaGhazouani/HGPlaceholders,,,,
hoaproject/Central,100.0,0.0,,
holyjs/holyjs,,,,
GDGToulouse/site-devfest-toulouse-2018,77.0,0.0,,
DACHFest/dachfest.com,77.0,0.0,,
GDG-Nantes/devfest2018,77.0,0.0,,
gdgzh/devfest18-website,77.0,0.0,,
LostInBrittany/DevFestBdM-2019,77.0,0.0,,
jantimon/html-webpack-plugin,1970.0,0.0,,
ampedandwired/html-webpack-plugin,1970.0,0.0,,
htmlhint/HTMLHint,,,,
yaniswang/HTMLHint,,,,
http4k/http4k,130.0,0.0,,
Humanitarian-AI/Microgrant-Fund,140.0,0.0,,
WebReflection/hyperHTML,965.0,0.0,,
WebReflection/hyperhtml,965.0,0.0,,
WebReflection/lightercollective,965.0,0.0,,
NickTikhonov/hyperterm-hyperline,,,,
ibuildio/ibuildio,,,,
idyll-lang/idyll,300.0,0.0,50.0,-750.0
SixLabors/ImageSharp,1995.0,0.0,76.0,-73.17
SixLabors/ImageSharp.Web,1995.0,0.0,76.0,-73.17
weddingwire/imaginary,200.0,-155.0,0.0,-155.0
jeddict/jeddict,,,,
indieweb/wordpress-indieauth,2030.0,-867.62,251.0,-555.63
iNDS-Team/iNDS,,,,
infernojs/inferno,580.0,0.0,,
regenhans/informebajolupa,,,,
infusionvlc/infusion,116.0,0.0,,
infusionvlc/ConexionFelina,116.0,0.0,,
infusionvlc/somnium_server,116.0,0.0,,
breuerfelix/instapy-gui,1065.62,-319.32,325.0,-200.0
InstaPy/instapy-docker,1065.62,-319.32,325.0,-200.0
huihut/interview,,,,
JaeYeopHan/Interview_Question_for_Beginner,,,,
ionide/ionide-vscode-fsharp,14359.0,0.0,,
ionide/Forge,14359.0,0.0,,
luin/ioredis,415.0,0.0,,
ipfs-search/ipfs-search,,,,
isomorphic-git/isomorphic-git,735.0,-13.16,1260.0,-13.16
iview/iview,140.0,0.0,,
javascript-obfuscator/javascript-obfuscator,37.0,-13.0,0.0,-45.0
jeantimex/javascript-problems-and-solutions,,,,
rampatra/jbot,25.0,-14.16,5.0,-14.16
casbin/jcasbin,,,,
lalitv92/lalitv92.github.io,20402.0,-2270.0,1836.0,-8.97
jellyfin/jellyfin,1193.0,-195.39000000000001,25.0,-56.7
jerverless/jerverless,50.0,-43.0,0.0,-43.0
facebook/jest,,,,
shashkovdanil/clean-publish,,,,
walker89/button,14677.0,-2191.78,3874.0,-34.0
smooth-code/jest-puppeteer,1100.0,-400.0,600.0,-400.0
jingweno/jqplay,50.0,0.0,30.0,-76.4
briangonzalez/jquery.adaptive-backgrounds.js,,,,
lingui/js-lingui,45.0,0.0,,
kucherenko/jscpd,70.0,0.0,,
jsonmvc/jsonmvc,25.0,0.0,,
wuseal/JsonToKotlinClass,,,,
cssinjs/jss,150.0,0.0,140.0,-10.0
kitze/JSUI,57.31,0.0,,
jojoldu/junior-recruit-scheduler,,,,
davydovanton/kan,,,,
karafka/karafka,40.0,0.0,,
monounity/karma-typescript,,,,
skywind3000/kcp,,,,
keajs/kea,306.0,0.0,,
xesscorp/KiCost,505.0,0.0,,
kitspace/kitspace,505.0,0.0,,
kivy/python-for-android,4034.0,-10.0,3010.0,-10.0
kivy/pyjnius,4034.0,-10.0,3010.0,-10.0
kivy/buildozer,4034.0,-10.0,3010.0,-10.0
kivy/plyer,4034.0,-10.0,3010.0,-10.0
kivy/kivy-ios,4034.0,-10.0,3010.0,-10.0
kivy/pyobjus,4034.0,-10.0,3010.0,-10.0
idno/known,1979.0,-325.0,865.0,-325.0
koajs/koa,464.0,0.0,,
demopark/koa-docs-Zh-CN,464.0,0.0,,
frontMoment/koa-analyze,464.0,0.0,,
phanan/koel,50.0,0.0,30.0,-53.04
InsertKoinIO/koin,32.0,0.0,,
TheScripters/kpfw,44.41,-26.240000000000002,44.41,-26.240000000000002
democratech/LaPrimaire,800.0,0.0,,
democratech/legislatives.laprimaire.org,800.0,0.0,,
democratech/pages,800.0,0.0,,
democratech/LaPrimaireBot,800.0,0.0,,
scotch115/Website,85.0,0.0,,
guanhui07/tpackage,150.0,0.0,,
jellybobbin/laravel-admin,,,,
avored/laravel-ecommerce,,,,
sdli/scrum,,,,
teamtnt/laravel-scout-tntsearch-driver,35.0,0.0,,
saleem-hadad/larecipe,140.0,-100.0,10.0,-100.0
cagataycali/lazy,,,,
NEWBEE108/https-github.com-yuzhoujr-leetcode,,,,
NEWBEE108/leetcode_solutions,,,,
wang-shishuang/LeetCode-Algorithm,,,,
cxxxr/lem,1935.0,-1010.0,310.0,-270.0
ajaxtown/letterpad,,,,
letterpad/letterpad,,,,
Level/level,250.0,0.0,,
Level/level-js,250.0,0.0,,
Level/memdown,250.0,0.0,,
Level/awesome,250.0,0.0,,
Level/level-rocksdb,250.0,0.0,,
Level/abstract-leveldown,250.0,0.0,,
Level/rocksdb,250.0,0.0,,
Level/electron-demo,250.0,0.0,,
Level/subleveldown,250.0,0.0,,
Level/level-browserify,250.0,0.0,,
Level/leveljs.org,250.0,0.0,,
Level/level-hyper,250.0,0.0,,
Level/codec,250.0,0.0,,
Level/community,250.0,0.0,,
Level/encoding-down,250.0,0.0,,
Level/level-ws,250.0,0.0,,
Level/mem,250.0,0.0,,
Level/deferred-leveldown,250.0,0.0,,
Level/errors,250.0,0.0,,
Level/leveldown-hyper,250.0,0.0,,
Level/iterator-stream,250.0,0.0,,
Level/bench,250.0,0.0,,
Level/concat-iterator,250.0,0.0,,
Level/lazy-open,250.0,0.0,,
Level/webpack-starter,250.0,0.0,,
Level/compose,250.0,0.0,,
Level/browserify-starter,250.0,0.0,,
openvenues/libpostal,1114.0,0.0,,
ymmah/libpostal,1114.0,0.0,,
streamich/libreact,,,,
libremesh/lime-packages,39.0,0.0,,
aparcar/attendedsysupgrade-server,39.0,0.0,,
librenms/librenms,975.0,0.0,899.0,-165.96
wikimedia/operations-software-librenms,975.0,0.0,899.0,-165.96
LibreTime/libretime,,,,
lidarr/Lidarr,401.0,-118.86,32.0,-49.09
nodeschool/lima,947.4300000000001,-542.86,227.43,-167.43
abntex/limarka,,,,
steelbrain/linter,250.0,0.0,,
xiazeyu/live2d-widget.js,,,,
smooth-code/loadable-components,400.0,0.0,,
localstack/localstack,265.0,0.0,,
alxshelepenok/gatsby-starter-lumen,35.0,0.0,,
yoshimoto8/blog,35.0,0.0,,
simondlr/simondlr-lumen,35.0,0.0,,
SaraVieira/personal-website,35.0,0.0,,
anmonteiro/lumo,2457.0,-1209.61,0.0,-321.77
LeachZhou/lvyou,,,,
LWJGL/lwjgl3,360.0,0.0,,
Meituan-Dianping/lyrebird,,,,
punker76/MahApps.Metro.SimpleChildWindow,1570.0,-834.9100000000001,194.0,-22.0
MahApps/MahApps.Metro,,,,
brandonseydel/MailChimp.Net,,,,
MajsoulPlus/majsoul-plus,,,,
staltz/manyverse,12391.0,-3013.0,0.0,-1275.0
probablyup/markdown-to-jsx,11.0,0.0,,
Daemonite/material,1050.0,0.0,,
BlackBoxVision/material-calendar-view,,,,
alexanmtz/material-sense,,,,
mui-org/material-ui,6310.0,-4352.0,32528.800000000003,-14000.0
MaterialDesignInXAML/MaterialDesignInXamlToolkit,20.0,0.0,,
versatica/mediasoup,160.0,0.0,,
krissnawat/medium-clone-on-node,,,,
catfan/Medoo,,,,
sahat/megaboilerplate,100.0,0.0,,
aldeed/meteor-collection2,,,,
zodern/meteor-up,2493.0,-850.0,1946.0,-250.0
michiganpython/MiPEP,790.0,-512.22,0.0,-139.93
Midnight-Lizard/Midnight-Lizard,201.0,-10.11,167.0,-10.11
midori-rb/midori.rb,,,,
midwayjs/midway,,,,
500tech/mimic,,,,
mint-lang/mint,20.0,0.0,,
miscible/react-cam,,,,
MithrilJS/mithril.js,840.0,0.0,,
tankokai/Tankokai-MT,840.0,0.0,,
mobxjs/mst-gql,822.0,0.0,2122.0,-3000.0
suprise/mobx-cn,822.0,0.0,2122.0,-3000.0
alexander812/mobx-pack,822.0,0.0,2122.0,-3000.0
foxhound87/mobx-react-form,5000.0,-1889.1,0.0,-2600.0
danielskatz/sustaining-research-projects,6161.0,-1476.96,8317.0,-2.0
mockk/mockk,160.0,0.0,,
vidalfi/Modular-Admin,38.0,0.0,,
kimarudg/modular-admin-html,,,,
moeoverflow/moeoverflow,2.33,0.0,,
OpenKitten/MongoKitten,100.0,0.0,,
omidfi/moro,,,,
albacoretuna/moro,,,,
KuangPF/mpvue-weui,,,,
chkr1011/MQTTnet,110.0,0.0,,
bluesven869/music-player,,,,
MvvmCross/MvvmCross,2598.0,-7.5,467.0,-100.0
mybb/mybb,120.0,0.0,,
my-language-skills/simple-revision-cleaner,,,,
my-language-skills/all-in-one-metadata,,,,
my-language-skills/simple-metadata-news,,,,
my-language-skills/simple-metadata-lifecycle,,,,
my-language-skills/simple-removal-of-posted-images,,,,
my-language-skills/simple-clean-content,,,,
my-language-skills/translations-for-pressbooks,,,,
my-language-skills/simple-default-timezone,,,,
my-language-skills/extensions-for-pressbooks,,,,
my-language-skills/simple-metadata-annotation,,,,
my-language-skills/books4languages-book-child-theme-for-pressbooks,,,,
my-language-skills/simple-metadata,,,,
my-language-skills/simple-metadata-education,,,,
nannou-org/nannou,124.0,0.0,,
nanoframework/Home,380.0,-108.57,25.0,-108.57
720kb/ndm,,,,
mwd-huyquangngo/negotiated-market,,,,
nerves-project/nerves,2600.0,-1542.85,1261.0,-858.8499999999999
sabondano/elixirconf-2018,2600.0,-1542.85,1261.0,-858.8499999999999
nestjs/nest,,,,
nestjs/mongoose,,,,
afertil/nest-chat-api,7733.91,-6534.01,4904.5,-5600.0
samueleresca/Blog.NestGettingStarted,7733.91,-6534.01,4904.5,-5600.0
ComBarnea/nestjs-boilerplate,7733.91,-6534.01,4904.5,-5600.0
xavism/nestjs-generic-crud,7733.91,-6534.01,4904.5,-5600.0
loiane/nestjs-node-mongo-crud,7733.91,-6534.01,4904.5,-5600.0
fwoelffel/nestjs-starter,7733.91,-6534.01,4904.5,-5600.0
naimjeem/nestjs-mysql-crud-api,7733.91,-6534.01,4904.5,-5600.0
FaztWeb/nestjs-products-api,7733.91,-6534.01,4904.5,-5600.0
rubenCodeforges/ng-tutorial-blog-api,7733.91,-6534.01,4904.5,-5600.0
deboraornellas/nestjs-testing,7733.91,-6534.01,4904.5,-5600.0
xavism/nestjs-crud,7733.91,-6534.01,4904.5,-5600.0
IngAjVillalon/Nestjs_GCloud-App-Engine-Standard,7733.91,-6534.01,4904.5,-5600.0
dbratsun/olive-backend,7733.91,-6534.01,4904.5,-5600.0
2muchcoffeecom/nest-uploadfile-react,7733.91,-6534.01,4904.5,-5600.0
dmarg/employee-directory-nest,7733.91,-6534.01,4904.5,-5600.0
afertil/nest-rest-api,7733.91,-6534.01,4904.5,-5600.0
nestjsx/crud,327.0,0.0,,
anima-c/ng-alain,,,,
ng-packagr/ng-packagr,131.0,0.0,,
dbreuer/angular-pwa-workflow,204.0,-62.0,75.0,-62.0
ngrx/platform,4653.0,-2910.0,3528.0,-2200.0
RxJS-CN/ngrx-docs-cn,4653.0,-2910.0,3528.0,-2200.0
valor-software/ngx-bootstrap,15.0,0.0,,
orizens/ngx-infinite-scroll,85.0,0.0,,
JsDaddy/ngx-mask,,,,
matsumotory/ngx_mruby,5.0,0.0,,
ngxs/store,500.0,0.0,105.0,-500.0
nightwatchjs/nightwatch-website-tests,16.0,0.0,,
plouc/nivo,90.0,0.0,,
noble/noble,1437.0,-35.34,1147.0,-35.34
sandeepmistry/noble,1437.0,-35.34,1147.0,-35.34
nock/nock,5104.0,-1075.0,97.0,-500.0
nock/welcome,5104.0,-1075.0,97.0,-500.0
node-cron/node-cron,16.0,0.0,,
db-migrate/node-db-migrate,64.0,0.0,,
truongsinh/node-evercookie,,,,
vinitkumar/node-twitter,,,,
oncletom/nodebook,20.0,0.0,,
dreamworld1101/nodemailer,1070.0,-805.0,10.0,-375.0
remy/nodemon,2667.0,-702.0,956.0,-500.0
LambdaSchool/Getting-Started,2667.0,-702.0,956.0,-500.0
notadd/notadd,,,,
5argon/NotchSolution,,,,
nrepl/nrepl,85.0,0.0,,
NServiceBusExtensions/NServiceBus.Serilog,150.0,0.0,,
NServiceBusExtensions/Newtonsoft.Json.Encryption,150.0,0.0,,
NServiceBusExtensions/NServiceBus.ZeroFormatter,150.0,0.0,,
NServiceBusExtensions/NServiceBus.ProtoBufNet,150.0,0.0,,
NServiceBusExtensions/Home,150.0,0.0,,
NServiceBusExtensions/NServiceBus.Wire,150.0,0.0,,
NServiceBusExtensions/NServiceBus.Attachments,150.0,0.0,,
NServiceBusExtensions/NServiceBus.HandlerOrdering,150.0,0.0,,
NServiceBusExtensions/NServiceBus.Jil,150.0,0.0,,
NServiceBusExtensions/NServiceBus.Bond,150.0,0.0,,
NServiceBusExtensions/NServiceBus.MicrosoftLogging,150.0,0.0,,
NServiceBusExtensions/NServiceBus.Utf8Json,150.0,0.0,,
NServiceBusExtensions/NServiceBus.ApprovalTests,150.0,0.0,,
NServiceBusExtensions/NServiceBus.MsgPack,150.0,0.0,,
NServiceBusExtensions/NServiceBus.ProtoBufGoogle,150.0,0.0,,
NServiceBusExtensions/NServiceBus.MessagePack,150.0,0.0,,
NServiceBusExtensions/NServiceBus.Native,150.0,0.0,,
NServiceBusExtensions/NServiceBus.Validation,150.0,0.0,,
NServiceBusExtensions/NServiceBus.Hyperion,150.0,0.0,,
NServiceBusExtensions/NServiceBus.AuditFilter,150.0,0.0,,
nuke-build/nuke,145.0,0.0,,
nusmodifications/nusmods,326.0,-130.0,12.0,-130.0
nutzam/nutz,,,,
Wizzercn/NutzWk,,,,
nuxt/nuxt.js,6062.0,-2207.75,110.0,-2483.32
nuxt/opencollective,6062.0,-2207.75,110.0,-2483.32
she110ff/nuxt-vuetify-graphql-mongoDB,6062.0,-2207.75,110.0,-2483.32
octobox/octobox,,,,
thomasjjordan/octobox-notifications,326.6,-152.6,7466.0,-443.1
zooter68/OctoLinky,111.0,-7.0,88.0,-7.0
linyows/octopass,,,,
ahmadawais/hacktoberfest,310.0,0.0,,
lokiengineering/odrerir-app,,,,
NekR/offline-plugin,541.0,-370.0,218.0,-1100.0
OI-wiki/OI-wiki,,,,
academic/vipa,,,,
opal/opal,295.0,0.0,,
open-falcon/book,,,,
APIs-guru/openapi-directory,55.0,-17.7,0.0,-17.7
Mermade/oas-kit,55.0,-17.7,0.0,-17.7
opencollective/documentation,24.0,-210.0,0.0,-27500.0
openemr/openemr,675.0,0.0,,
openfarmcc/OpenFarm,449.0,-5.0,394.0,-5.0
openfoodfacts/openfoodfacts-server,182.15,-22.15,182.15,-4.43
openintents/filemanager,,,,
openintents/calendar-sync,,,,
jscad/OpenJSCAD.org,190.0,0.0,,
opensourcediversity/opensourcediversity.org,460.0,0.0,,
standards/meta,,,,
openstf/stf,5.0,0.0,,
z56402344/stfGroup,5.0,0.0,,
openulmus/openulmus.org,445.0,0.0,,
OpenVidu/openvidu,25.0,0.0,,
OpenVidu/openvidu-tutorials,,,,
openwhyd/openwhyd,465.0,-293.26,18.0,-28.32
openwhyd/openwhyd-react,465.0,-293.26,18.0,-28.32
OperationCode/operationcode_old_site,,,,
OperationCode/operationcode_slashbot,0.0,-3500.0,217.05,-217.05
opsdroid/opsdroid,,,,
apicra/devops,245.0,-71.42,250.0,-17.89
ironmussa/Optimus,,,,
JavaEden/Orchid,,,,
oscommunityafrica/docs,2909.0,-14.0,2539.0,-14.0
petrk94/ownhealthrecord,,,,
patrikx3/onenote,,,,
pact-foundation/pact-ruby,120.0,0.0,,
panda3d/panda3d,5870.0,-1143.08,10.0,-336.0
parcel-bundler/parcel,4286.0,-130.0,1266.0,-912.0
xDae/styled-bootstrap,4286.0,-130.0,1266.0,-912.0
parse-community/parse-server,,,,
parse-community/parse-dashboard,,,,
parse-community/Parse-SDK-iOS-OSX,,,,
parse-community/parse-server-example,,,,
parse-community/Parse-SDK-Android,,,,
parse-community/Parse-SDK-JS,,,,
parse-community/parse-php-sdk,,,,
parse-community/ParseUI-Android,,,,
parse-community/docs,,,,
parse-community/Parse-SDK-dotNET,,,,
parse-community/ParseLiveQuery-iOS-OSX,,,,
parse-community/parse-cli,,,,
parse-community/ParseFacebookUtils-iOS,,,,
parse-community/Parse-SDK-Arduino,,,,
parse-community/ParseTwitterUtils-Android,,,,
parse-community/blog,,,,
parse-community/parse-community.github.io,,,,
DevOpsTerminal/frontend,4832.0,0.0,781.0,-8.9
soapdog/patchfox,2037.0,0.0,,
peachcloud/meta,391.0,0.0,,
peers/peerjs,299.0,-12.35,16.0,-250.0
Zizzamia/perfume.js,,,,
phalcon/cphalcon,8135.01,-142.62,26.0,-100.0
zephir-lang/zephir-vscode,,,,
phenomic/phenomic,863.0,0.0,18.0,-995.01
MoOx/phenomic,863.0,0.0,18.0,-995.01
rampatra/photography,,,,
php-casbin/php-casbin,,,,
jimmiw/php-time-ago,,,,
PiranhaCMS/piranha.core,415.0,-172.0,160.0,-88.0
ushahidi/platform,,,,
slimkit/plus,,,,
pnpm/pnpm,367.0,-100.0,14.0,-100.0
PokeAPI/pokeapi,2.0,0.0,,
burtonator/polar-bookshelf,2485.71,-1510.0,609.4100000000001,-1000.0
styled-components/polished,9.0,0.0,,
flosch/pongo2,,,,
Actinium-project/ln-plugin-pony,3315.0,-241.62,440.0,-5.0
